play_str,game_str,play_id,play_per_game,base_state,exit_velo,hard_hit,arm_strength_95,arm_bucket,player_name,field_x,field_y,throw_timestamp
y1_d081_FBP_QEA_65,y1_d081_FBP_QEA,65,65,100,91.713097132324,hard,70.46760110763553,70-85,QEA-0421,-10.0389,53.2974,1920469
y1_d081_FBP_QEA_97,y1_d081_FBP_QEA,97,97,100,87.9366965263425,hard,73.0955590462028,70-85,FBP-2170,-18.0489,45.6075,2842269
y1_d081_FBP_QEA_198,y1_d081_FBP_QEA,198,198,000,74.07563205354073,soft,73.0955590462028,70-85,FBP-2170,-17.7996,58.1679,6485069
y1_d081_FBP_QEA_239,y1_d081_FBP_QEA,239,239,110,83.95626528638421,soft,70.46760110763553,70-85,QEA-0421,17.616,67.2819,7859769
y1_d082_FBP_QEA_128,y1_d082_FBP_QEA,128,128,101,90.48616670705182,hard,76.72965001199287,70-85,QEA-0421,-30.7683,51.0909,4053324
y1_d082_FBP_QEA_149,y1_d082_FBP_QEA,149,149,110,89.3786480537026,hard,76.72965001199287,70-85,QEA-0421,-6.5598,70.8027,4908474
y1_d082_FBP_QEA_211,y1_d082_FBP_QEA,211,211,011,93.65678709711109,hard,62.36101149082295,<70,FBP-2143,-31.3713,48.3642,7245924
y1_d012_IXC_QEA_220,y1_d012_IXC_QEA,220,220,100,85.06375305500688,soft,62.53131776838516,<70,IXC-1068,NA,NA,NA
y1_d013_IXC_QEA_33,y1_d013_IXC_QEA,33,33,000,78.12013315274271,soft,65.78715622195777,<70,QEA-0117,9.5997,69.1899,1099425
y1_d013_IXC_QEA_65,y1_d013_IXC_QEA,65,65,000,86.33419374641329,hard,67.59961495046531,<70,IXC-1068,9.3117,68.502,2184475
y1_d013_IXC_QEA_116,y1_d013_IXC_QEA,116,116,000,81.30133576914413,soft,65.78715622195777,<70,QEA-0117,0.6957,56.5758,4346375
y1_d014_IXC_QEA_36,y1_d014_IXC_QEA,36,36,010,72.10553358095633,soft,81.4778219915112,70-85,IXC-1068,5.0151,-13.7502,1155717
y1_d014_IXC_QEA_39,y1_d014_IXC_QEA,39,39,110,75.56558775019377,soft,81.4778219915112,70-85,IXC-1068,-7.0185,16.8894,1283667
y1_d014_IXC_QEA_45,y1_d014_IXC_QEA,45,45,011,86.44236185349538,hard,81.4778219915112,70-85,IXC-1068,-0.7635,25.9899,1528117
y1_d014_IXC_QEA_153,y1_d014_IXC_QEA,153,153,100,89.61228509909976,hard,81.4778219915112,70-85,IXC-1068,6.5832,77.0343,5321017
y1_d014_IXC_QEA_271,y1_d014_IXC_QEA,271,271,001,88.30068806071684,hard,81.4778219915112,70-85,IXC-1068,-25.0008,46.8849,9757324
y1_d014_IXC_QEA_289,y1_d014_IXC_QEA,289,289,100,90.82316206965419,hard,81.4778219915112,70-85,IXC-1068,-7.689,47.469,10306024
y1_d015_IXC_QEA_40,y1_d015_IXC_QEA,40,40,110,79.34353205443956,soft,78.52653939258268,70-85,QEA-0117,-25.2111,36.075,1214724
y1_d015_IXC_QEA_45,y1_d015_IXC_QEA,45,45,101,83.4983706280031,soft,78.52653939258268,70-85,QEA-0117,-22.4616,41.8785,1352074
y1_d015_IXC_QEA_250,y1_d015_IXC_QEA,250,250,100,90.38718629820247,hard,78.8223953114509,70-85,IXC-1068,-29.5953,40.7139,8948251
y1_d059_JNJ_QEA_66,y1_d059_JNJ_QEA,66,66,000,80.04552309449733,soft,63.320607048621994,<70,JNJ-1763,12.8535,67.4961,2352416
y1_d059_JNJ_QEA_114,y1_d059_JNJ_QEA,114,114,010,89.33272631187769,hard,63.320607048621994,<70,JNJ-1763,-29.9298,-1.2732,3916366
y1_d059_JNJ_QEA_165,y1_d059_JNJ_QEA,165,165,000,92.10662413916606,hard,56.12083278370577,<70,QEA-0252,9.2997,63.3582,5660766
y1_d059_JNJ_QEA_172,y1_d059_JNJ_QEA,172,172,010,76.63176429075217,soft,56.12083278370577,<70,QEA-0252,-13.1118,72.3858,6047566
y1_d059_JNJ_QEA_179,y1_d059_JNJ_QEA,179,179,100,85.38377358392096,soft,63.320607048621994,<70,JNJ-1763,-66.381,30.7158,6285366
y1_d059_JNJ_QEA_327,y1_d059_JNJ_QEA,327,327,010,90.74859878489094,hard,56.12083278370577,<70,QEA-0252,-3.6834,63.993,12400316
y1_d060.5_JNJ_QEA_191,y1_d060.5_JNJ_QEA,191,191,000,89.60155540980914,hard,68.26650326587999,<70,QEA-0252,1.5393,61.6569,6989640
y1_d065_OWH_QEA_3,y1_d065_OWH_QEA,3,3,000,92.32047195701277,hard,61.67579645765024,<70,QEA-0252,7.2507,69.8439,53051
y1_d065_OWH_QEA_55,y1_d065_OWH_QEA,55,55,000,93.39922389703855,hard,61.67579645765024,<70,QEA-0252,9.8091,69.3168,1945901
y1_d065_OWH_QEA_77,y1_d065_OWH_QEA,77,77,000,86.01161322141982,hard,83.39977824147168,70-85,OWH-1692,-4.1772,72.7716,2650501
y1_d065_OWH_QEA_83,y1_d065_OWH_QEA,83,83,010,75.1348987832422,soft,83.39977824147168,70-85,OWH-1692,-60.7893,43.7901,2868551
y1_d065_OWH_QEA_267,y1_d065_OWH_QEA,267,267,000,82.52738399583355,soft,83.39977824147168,70-85,OWH-1692,-35.4516,34.6605,9989832
y1_d066_OWH_QEA_81,y1_d066_OWH_QEA,81,81,110,87.53928569669237,hard,66.29402972922723,<70,OWH-1692,-2.2479,60.78,2576751
y1_d066_OWH_QEA_131,y1_d066_OWH_QEA,131,131,100,91.0725395096898,hard,66.29402972922723,<70,OWH-1692,-0.3672,53.9322,4217851
y1_d066_OWH_QEA_262,y1_d066_OWH_QEA,262,262,000,81.07082679275678,soft,61.40142948056568,<70,QEA-0235,-12.7281,16.9131,8477501
y1_d066_OWH_QEA_315,y1_d066_OWH_QEA,315,315,000,85.46693794670601,soft,66.29402972922723,<70,OWH-1692,-17.3154,36.4287,10230401
y1_d066_OWH_QEA_319,y1_d066_OWH_QEA,319,319,100,81.89245939115341,soft,66.29402972922723,<70,OWH-1692,2.3244,67.536,10497451
y1_d067_OWH_QEA_13,y1_d067_OWH_QEA,13,13,010,78.82298401611916,soft,85.29486316322829,85-100,QEA-0252,-5.6244,3.6975,318865
y1_d067_OWH_QEA_19,y1_d067_OWH_QEA,19,19,000,87.34008197671466,hard,85.67372670308913,85-100,OWH-1692,12.1344,63.8823,617115
y1_d067_OWH_QEA_48,y1_d067_OWH_QEA,48,48,000,83.69888319922734,soft,85.67372670308913,85-100,OWH-1692,0.2964,52.3083,1561515
y1_d067_OWH_QEA_74,y1_d067_OWH_QEA,74,74,101,80.75603430264674,soft,85.67372670308913,85-100,OWH-1692,-4.7046,52.6053,2400315
y1_d067_OWH_QEA_122,y1_d067_OWH_QEA,122,122,000,89.06258243676835,hard,85.67372670308913,85-100,OWH-1692,0.2424,54.7965,4114615
y1_d067_OWH_QEA_225,y1_d067_OWH_QEA,225,225,101,92.93656018913283,hard,85.67372670308913,85-100,OWH-1692,7.824,56.5371,7890815
y1_d067_OWH_QEA_252,y1_d067_OWH_QEA,252,252,000,89.94983058702533,hard,85.67372670308913,85-100,OWH-1692,1.8528,39.4008,8884265
y1_d067_OWH_QEA_340,y1_d067_OWH_QEA,340,340,101,93.75358289474022,hard,85.29486316322829,85-100,QEA-0252,-4.0041,40.9317,12042165
y1_d068_OWH_QEA_9,y1_d068_OWH_QEA,9,9,011,91.21500371166474,hard,84.26760596187924,70-85,QEA-0252,6.8061,17.4618,244044
y1_d016_OXG_QEA_77,y1_d016_OXG_QEA,77,77,110,92.05767869332945,hard,80.33560602586482,70-85,QEA-0235,7.0509,-2.9001,2322564
y1_d016_OXG_QEA_100,y1_d016_OXG_QEA,100,100,000,90.56113228736591,hard,80.33560602586482,70-85,QEA-0235,2.0826,64.2645,3121614
y1_d016_OXG_QEA_130,y1_d016_OXG_QEA,130,130,100,88.18615532696528,hard,89.72697217753525,85-100,OXG-0396,-7.1637,6.6975,4181464
y1_d016_OXG_QEA_167,y1_d016_OXG_QEA,167,167,000,89.49162870117769,hard,80.33560602586482,70-85,QEA-0235,-4.812,59.6583,5333464
y1_d016_OXG_QEA_201,y1_d016_OXG_QEA,201,201,000,90.49561093480001,hard,80.33560602586482,70-85,QEA-0235,-16.5846,57.2451,6431064
y1_d016_OXG_QEA_221,y1_d016_OXG_QEA,221,221,000,83.46160914507219,soft,89.72697217753525,85-100,OXG-0396,4.6551,67.9233,7240514
y1_d016_OXG_QEA_244,y1_d016_OXG_QEA,244,244,010,72.58939596966985,soft,80.33560602586482,70-85,QEA-0235,14.3844,-2.1618,7981014
y1_d016_OXG_QEA_299,y1_d016_OXG_QEA,299,299,000,91.60007671211235,hard,80.33560602586482,70-85,QEA-0235,-17.1075,49.8087,10274214
y1_d017_OXG_QEA_113,y1_d017_OXG_QEA,113,113,000,91.50783119132832,hard,65.18444899810683,<70,OXG-0396,4.4862,55.8999,3838788
y1_d017_OXG_QEA_225,y1_d017_OXG_QEA,225,225,011,88.11644481600143,hard,63.48890182607479,<70,QEA-0117,-0.1257,52.5504,8053915
y1_d018_OXG_QEA_34,y1_d018_OXG_QEA,34,34,000,87.16220338639653,hard,75.43277205693124,70-85,QEA-0235,3.3756,55.6149,924017
y1_d018_OXG_QEA_92,y1_d018_OXG_QEA,92,92,101,78.3159380014667,soft,75.43277205693124,70-85,QEA-0235,11.2152,10.0173,2526317
y1_d018_OXG_QEA_99,y1_d018_OXG_QEA,99,99,101,89.73154646295733,hard,75.43277205693124,70-85,QEA-0235,-18.543,21.0453,2760017
y1_d018_OXG_QEA_319,y1_d018_OXG_QEA,319,319,110,91.52186959359366,hard,59.236881034567105,<70,OXG-0018,1.1001,60.2031,9661917
y1_d018_OXG_QEA_343,y1_d018_OXG_QEA,343,343,010,88.12739435925813,hard,59.236881034567105,<70,OXG-0018,8.1453,69.6732,10615467
y1_d056_OXG_QEA_156,y1_d056_OXG_QEA,156,156,100,92.61418951023613,hard,49.7693560821418,<70,QEA-0235,11.9343,67.9056,5055259
y1_d056_OXG_QEA_256,y1_d056_OXG_QEA,256,256,101,86.84549386599467,hard,85.84772590315629,85-100,OXG-0085,-38.3991,-3.0417,8895609
y1_d056_OXG_QEA_265,y1_d056_OXG_QEA,265,265,100,84.00769885271124,soft,85.84772590315629,85-100,OXG-0085,-13.8084,8.304,9264959
y1_d057_OXG_QEA_12,y1_d057_OXG_QEA,12,12,100,79.72212707557136,soft,68.62726721682166,<70,QEA-0235,-36.6582,19.2057,282977
y1_d057_OXG_QEA_21,y1_d057_OXG_QEA,21,21,101,89.56840395052143,hard,68.62726721682166,<70,QEA-0235,-10.0824,-1.503,478877
y1_d057_OXG_QEA_23,y1_d057_OXG_QEA,23,23,010,79.08104391680065,soft,68.62726721682166,<70,QEA-0235,8.6259,-9.9183,550277
y1_d057_OXG_QEA_47,y1_d057_OXG_QEA,47,47,100,87.6672719832772,hard,86.28306759610427,85-100,OXG-0085,-9.951,86.6223,1172477
y1_d057_OXG_QEA_77,y1_d057_OXG_QEA,77,77,000,87.80867433771814,hard,86.28306759610427,85-100,OXG-0085,1.8051,78.2754,2065177
y1_d057_OXG_QEA_82,y1_d057_OXG_QEA,82,82,100,86.64480237637842,hard,86.28306759610427,85-100,OXG-0085,-36.3267,32.1888,2197127
y1_d057_OXG_QEA_146,y1_d057_OXG_QEA,146,146,100,87.8092465190302,hard,86.28306759610427,85-100,OXG-0085,5.8725,4.4394,4097577
y1_d057_OXG_QEA_167,y1_d057_OXG_QEA,167,167,100,86.868988245803,hard,68.62726721682166,<70,QEA-0235,-13.584,41.0985,4811627
y1_d057_OXG_QEA_198,y1_d057_OXG_QEA,198,198,100,84.75784784459806,soft,68.62726721682166,<70,QEA-0235,1.3287,74.2305,5846827
y1_d057_OXG_QEA_291,y1_d057_OXG_QEA,291,291,101,84.75466030959711,soft,68.62726721682166,<70,QEA-0235,7.0659,4.7154,8794285
y1_d057_OXG_QEA_294,y1_d057_OXG_QEA,294,294,110,84.26468802892087,soft,68.62726721682166,<70,QEA-0235,-10.7271,47.4513,8873235
y1_d057_OXG_QEA_296,y1_d057_OXG_QEA,296,296,011,78.25073511819251,soft,68.62726721682166,<70,QEA-0235,-13.7946,43.0287,8920335
y1_d057_OXG_QEA_301,y1_d057_OXG_QEA,301,301,110,80.82626271655704,soft,68.62726721682166,<70,QEA-0235,-13.2864,8.0904,9229985
y1_d057_OXG_QEA_303,y1_d057_OXG_QEA,303,303,110,81.50829112257014,soft,68.62726721682166,<70,QEA-0235,-9.0447,13.3563,9287935
y1_d057_OXG_QEA_329,y1_d057_OXG_QEA,329,329,000,71.42281669269097,soft,68.62726721682166,<70,QEA-0235,-12.1332,59.5059,10061435
y1_d058_OXG_QEA_114,y1_d058_OXG_QEA,114,6,000,94.49961663970954,hard,59.10041557013254,<70,QEA-0235,7.7958,71.5095,128788
y1_d058_OXG_QEA_143,y1_d058_OXG_QEA,143,35,001,86.89022568287899,hard,73.57817821710273,70-85,OXG-0085,-16.8963,47.2965,959188
y1_d058_OXG_QEA_204,y1_d058_OXG_QEA,204,96,000,85.61435253290169,soft,59.10041557013254,<70,QEA-0235,-12.8406,53.4363,2780888
y1_d058_OXG_QEA_210,y1_d058_OXG_QEA,210,102,000,85.71454149486071,soft,73.57817821710273,70-85,OXG-0085,1.2063,51.0267,3062388
y1_d058_OXG_QEA_314,y1_d058_OXG_QEA,314,206,000,93.70665093618143,hard,59.10041557013254,<70,QEA-0235,-0.1686,64.3887,6525988
y1_d048_STK_QEA_28,y1_d048_STK_QEA,28,28,000,89.68111108139712,hard,76.17675980272121,70-85,QEA-0235,-1.1691,69.7122,847527
y1_d048_STK_QEA_162,y1_d048_STK_QEA,162,162,000,89.28545891675955,hard,76.17675980272121,70-85,QEA-0235,13.5888,-8.0232,5663599
y1_d048_STK_QEA_248,y1_d048_STK_QEA,248,248,110,77.76503216489368,soft,52.231818493643516,<70,STK-1023,-4.524,63.0303,8776564
y1_d049_STK_QEA_77,y1_d049_STK_QEA,77,77,000,78.47579818192779,soft,69.62109291531917,<70,STK-1023,-6.381,47.112,2577028
y1_d049_STK_QEA_86,y1_d049_STK_QEA,86,86,000,71.56068162126614,soft,66.57789065001447,<70,QEA-0235,-0.3204,62.8026,2894878
y1_d049_STK_QEA_172,y1_d049_STK_QEA,172,172,000,79.52900392544072,soft,69.62109291531917,<70,STK-1023,-37.0149,47.781,5977078
y1_d049_STK_QEA_304,y1_d049_STK_QEA,304,304,000,92.51597770580472,hard,NA,NA,NA,NA,NA,NA
y1_d050_STK_QEA_53,y1_d050_STK_QEA,53,53,000,92.61898053095645,hard,77.30429615656504,70-85,STK-1304,0.5997,60.7473,1778327
y1_d050_STK_QEA_73,y1_d050_STK_QEA,73,73,010,87.03981803681125,hard,79.15450106736843,70-85,QEA-0235,-1.8168,51.6009,2436727
y1_d050_STK_QEA_164,y1_d050_STK_QEA,164,164,100,85.47837835804701,soft,79.15450106736843,70-85,QEA-0235,0.372,63.8223,5534277
y1_d043_WJU_QEA_31,y1_d043_WJU_QEA,31,31,110,90.85758588414296,hard,74.48541452546283,70-85,WJU-1348,-11.9178,0.2499,938149
y1_d043_WJU_QEA_165,y1_d043_WJU_QEA,165,165,100,85.97202380685043,soft,66.41920095256431,<70,QEA-0252,-27.6849,60.7905,5418740
y1_d043_WJU_QEA_225,y1_d043_WJU_QEA,225,225,000,90.34414079867223,hard,66.41920095256431,<70,QEA-0252,1.1406,75.6021,7389240
y1_d044_WJU_QEA_164,y1_d044_WJU_QEA,164,167,100,83.41439788292685,soft,83.10804716079352,70-85,QEA-0424,9.2355,58.1064,5322152
y1_d044_WJU_QEA_232,y1_d044_WJU_QEA,232,236,010,88.88487606604984,hard,80.71064059029918,70-85,WJU-1348,-19.6044,39.6057,7603052
y1_d044_WJU_QEA_239,y1_d044_WJU_QEA,239,243,011,76.61737921253328,soft,83.10804716079352,70-85,QEA-0424,6.1368,11.7258,7948402
y1_d044_WJU_QEA_273,y1_d044_WJU_QEA,273,277,101,81.04101792192789,soft,80.71064059029918,70-85,WJU-1348,-15.5613,-0.8433,9102052
y1_d044_WJU_QEA_338,y1_d044_WJU_QEA,338,342,101,90.16661294856799,hard,83.10804716079352,70-85,QEA-0424,-22.323,18.423,11415602
y1_d045_WJU_QEA_16,y1_d045_WJU_QEA,16,16,100,84.15664332167373,soft,87.47751457216212,85-100,QEA-0252,-16.8891,15.0552,848640
y1_d045_WJU_QEA_135,y1_d045_WJU_QEA,135,135,000,90.28568720855945,hard,68.97811840025886,<70,WJU-1348,5.1597,76.5405,4891090
y1_d045_WJU_QEA_141,y1_d045_WJU_QEA,141,141,000,83.11560231240877,soft,68.97811840025886,<70,WJU-1348,-51.5538,21.7656,5108540
y1_d045_WJU_QEA_181,y1_d045_WJU_QEA,181,181,000,93.75034052160868,hard,68.97811840025886,<70,WJU-1348,6.4872,74.2956,6554090
y1_d045_WJU_QEA_190,y1_d045_WJU_QEA,190,190,001,86.04696256051645,hard,68.97811840025886,<70,WJU-1348,4.845,65.6472,6909340
y1_d046_WJU_QEA_81,y1_d046_WJU_QEA,81,81,000,86.05977345412145,hard,59.24541841247342,<70,WJU-2251,-2.5413,56.0214,2860658
y1_d046_WJU_QEA_115,y1_d046_WJU_QEA,115,115,000,84.15795071664101,soft,59.24541841247342,<70,WJU-2251,1.1676,65.1849,4021658
y1_d046_WJU_QEA_195,y1_d046_WJU_QEA,195,195,000,86.63351284956234,hard,59.24541841247342,<70,WJU-2251,2.2197,63.6288,6907308
y1_d094_XAX_QEA_48,y1_d094_XAX_QEA,48,48,001,83.29845346516993,soft,78.36769536237806,70-85,QEA-0182,NA,NA,NA
y1_d094_XAX_QEA_150,y1_d094_XAX_QEA,150,150,000,90.05265114691656,hard,78.36769536237806,70-85,QEA-0182,NA,NA,NA
y1_d094_XAX_QEA_195,y1_d094_XAX_QEA,195,195,000,87.3681767405383,hard,78.36769536237806,70-85,QEA-0182,NA,NA,NA
y1_d095_XAX_QEA_5,y1_d095_XAX_QEA,5,18,100,88.54571057140639,hard,75.16193569572604,70-85,XAX-2378,-39.8562,43.26,559931
y1_d095_XAX_QEA_7,y1_d095_XAX_QEA,7,20,101,80.87245946631576,soft,75.16193569572604,70-85,XAX-2378,-38.9607,30.0615,633931
y1_d095_XAX_QEA_41,y1_d095_XAX_QEA,41,54,000,88.99391290154318,hard,75.16193569572604,70-85,XAX-2378,7.164,62.3991,1771731
