play_str,game_str,play_id,play_per_game,base_state,exit_velo,hard_hit,arm_strength_95,arm_bucket,player_name,field_x,field_y,throw_timestamp
y1_d002_CGA_QEA_10,y1_d002_CGA_QEA,10,10,000,92.15976173675453,hard,73.65051413714383,70-85,CGA-1353,-2.2005,52.977,416871
y1_d002_CGA_QEA_92,y1_d002_CGA_QEA,92,92,110,81.3305218708168,soft,73.65051413714383,70-85,CGA-1353,-12.1191,36.2442,3088471
y1_d002_CGA_QEA_118,y1_d002_CGA_QEA,118,118,100,81.45558554395188,soft,72.67847760413274,70-85,QEA-0365,-16.8159,34.4652,4204071
y1_d002_CGA_QEA_173,y1_d002_CGA_QEA,173,173,000,87.53555194931761,hard,73.65051413714383,70-85,CGA-1353,0.867,59.1654,6211421
y1_d002_CGA_QEA_230,y1_d002_CGA_QEA,230,230,000,89.19403706457167,hard,72.67847760413274,70-85,QEA-0365,-11.7759,59.9622,8256771
y1_d002_CGA_QEA_252,y1_d002_CGA_QEA,252,252,000,79.44090860426604,soft,73.65051413714383,70-85,CGA-1353,0.5718,57.3318,9139421
y1_d003_CGA_QEA_59,y1_d003_CGA_QEA,59,59,111,84.90121949079585,soft,55.70937784128558,<70,CGA-1824,1.3227,68.9631,2776406
y1_d004_CGA_QEA_75,y1_d004_CGA_QEA,75,75,100,81.92245802035464,soft,71.60805311862137,70-85,QEA-0364,3.6396,35.3556,2718585
y1_d086_CRQ_QEA_28,y1_d086_CRQ_QEA,28,28,100,78.51551293069703,soft,55.49092539347076,<70,QEA-0424,NA,NA,NA
y1_d086_CRQ_QEA_97,y1_d086_CRQ_QEA,97,97,000,79.84451058119382,soft,55.49092539347076,<70,QEA-0424,NA,NA,NA
y1_d086_CRQ_QEA_130,y1_d086_CRQ_QEA,130,130,111,86.48603702697609,hard,55.49092539347076,<70,QEA-0424,NA,NA,NA
y1_d086_CRQ_QEA_150,y1_d086_CRQ_QEA,150,150,011,89.09360434571846,hard,43.720949561655175,<70,CRQ-1017,NA,NA,NA
y1_d086_CRQ_QEA_204,y1_d086_CRQ_QEA,204,204,000,86.58554353447498,hard,55.49092539347076,<70,QEA-0424,NA,NA,NA
y1_d086_CRQ_QEA_283,y1_d086_CRQ_QEA,283,283,000,95.24741944988867,hard,55.49092539347076,<70,QEA-0424,NA,NA,NA
y1_d087_CRQ_QEA_184,y1_d087_CRQ_QEA,184,184,111,88.13886946583027,hard,81.37209858622951,70-85,QEA-0182,5.6454,17.7846,5715735
y1_d088_CRQ_QEA_104,y1_d088_CRQ_QEA,104,104,010,86.06124209111309,hard,86.68695577750204,85-100,QEA-0421,14.5374,8.5296,3239413
y1_d088_CRQ_QEA_132,y1_d088_CRQ_QEA,132,132,100,86.9761582268241,hard,86.68695577750204,85-100,QEA-0421,9.6831,65.0835,4256563
y1_d088_CRQ_QEA_233,y1_d088_CRQ_QEA,233,233,101,73.59224209670208,soft,86.68695577750204,85-100,QEA-0421,2.5134,33.8997,7983813
y1_d089_CRQ_QEA_220,y1_d089_CRQ_QEA,220,220,100,89.68471512036272,hard,66.06363510054109,<70,QEA-0421,6.4818,23.0934,7736839
y1_d089_CRQ_QEA_233,y1_d089_CRQ_QEA,233,233,000,89.94541259769812,hard,78.93142828496474,70-85,CRQ-1190,2.058,64.3488,8434239
y1_d089_CRQ_QEA_249,y1_d089_CRQ_QEA,249,249,110,92.09895380330906,hard,78.93142828496474,70-85,CRQ-1190,-1.1571,39.9567,9126189
y1_d089_CRQ_QEA_251,y1_d089_CRQ_QEA,251,251,000,86.14235456874366,hard,66.06363510054109,<70,QEA-0421,12.2328,69.2895,9394139
y1_d079_FBP_QEA_173,y1_d079_FBP_QEA,173,173,000,81.14887640171426,soft,63.334309510057906,<70,QEA-0421,4.7499,58.4202,5593546
y1_d079_FBP_QEA_267,y1_d079_FBP_QEA,267,267,000,90.89683515437314,hard,63.334309510057906,<70,QEA-0421,-15.3765,21.7419,8773346
y1_d080_FBP_QEA_6,y1_d080_FBP_QEA,6,6,100,86.75259087791748,hard,76.9458812057544,70-85,QEA-0364,3.558,66.0501,101612
y1_d080_FBP_QEA_73,y1_d080_FBP_QEA,73,73,010,77.34693485180158,soft,76.9458812057544,70-85,QEA-0364,5.1786,47.0994,1900312
y1_d080_FBP_QEA_110,y1_d080_FBP_QEA,110,110,101,88.30577059775592,hard,76.9458812057544,70-85,QEA-0364,1.2426,62.28,3237162
y1_d080_FBP_QEA_130,y1_d080_FBP_QEA,130,130,010,86.10864260225705,hard,76.9458812057544,70-85,QEA-0364,-0.3513,65.2998,3963312
y1_d080_FBP_QEA_212,y1_d080_FBP_QEA,212,212,010,84.21101333991395,soft,76.9458812057544,70-85,QEA-0364,-6.2526,53.2059,6806112
y1_d082_FBP_QEA_65,y1_d082_FBP_QEA,65,65,110,88.22911535934546,hard,67.60940139648424,<70,FBP-1220,-27.5517,49.884,1963174
y1_d082_FBP_QEA_71,y1_d082_FBP_QEA,71,71,110,89.21274107341867,hard,67.60940139648424,<70,FBP-1220,2.9019,15.8595,2127824
y1_d082_FBP_QEA_178,y1_d082_FBP_QEA,178,178,110,82.9308901435471,soft,62.677786503532786,<70,QEA-0424,7.2555,65.6862,6040924
y1_d082_FBP_QEA_259,y1_d082_FBP_QEA,259,259,000,75.33311906065649,soft,62.677786503532786,<70,QEA-0424,-18.7239,1.9734,8894924
y1_d012_IXC_QEA_36,y1_d012_IXC_QEA,36,36,100,80.45253592034763,soft,77.15797362883876,70-85,QEA-0364,NA,NA,NA
y1_d012_IXC_QEA_39,y1_d012_IXC_QEA,39,39,110,87.96252408937256,hard,77.15797362883876,70-85,QEA-0364,NA,NA,NA
y1_d012_IXC_QEA_65,y1_d012_IXC_QEA,65,65,000,86.37855153579808,hard,72.9941542984713,70-85,IXC-2106,NA,NA,NA
y1_d012_IXC_QEA_86,y1_d012_IXC_QEA,86,86,101,85.6028747814233,soft,72.9941542984713,70-85,IXC-2106,NA,NA,NA
y1_d012_IXC_QEA_150,y1_d012_IXC_QEA,150,150,000,84.90461830686941,soft,72.9941542984713,70-85,IXC-2106,NA,NA,NA
y1_d013_IXC_QEA_3,y1_d013_IXC_QEA,3,3,000,89.03119683264376,hard,73.2374915078686,70-85,QEA-0180,8.3544,72.9216,94275
y1_d013_IXC_QEA_105,y1_d013_IXC_QEA,105,105,000,88.5606678300432,hard,54.79682862796933,<70,IXC-2149,15.3609,74.253,3652025
y1_d013_IXC_QEA_146,y1_d013_IXC_QEA,146,146,000,89.63450851577107,hard,73.2374915078686,70-85,QEA-0180,0.9561,54.6096,5358075
y1_d013_IXC_QEA_182,y1_d013_IXC_QEA,182,182,100,84.32754963226525,soft,73.2374915078686,70-85,QEA-0180,-11.9046,32.4549,6813182
y1_d014_IXC_QEA_1,y1_d014_IXC_QEA,1,1,000,89.70735605350241,hard,75.66113747003037,70-85,QEA-0252,21.1683,59.6799,20517
y1_d014_IXC_QEA_42,y1_d014_IXC_QEA,42,42,111,87.3152380144207,hard,NA,NA,NA,13.3074,16.191,1420817
y1_d014_IXC_QEA_227,y1_d014_IXC_QEA,227,227,100,75.11450555770428,soft,75.66113747003037,70-85,QEA-0252,28.1499,63.6447,7945967
y1_d015_IXC_QEA_164,y1_d015_IXC_QEA,164,164,110,85.28626526809407,soft,61.13896992393123,<70,IXC-1653,-0.0762,58.7268,5701001
y1_d015_IXC_QEA_223,y1_d015_IXC_QEA,223,223,100,77.88244281298253,soft,61.13896992393123,<70,IXC-1653,-11.973,66.522,7869351
y1_d015_IXC_QEA_261,y1_d015_IXC_QEA,261,261,110,84.82577520818695,soft,57.63585076607473,<70,QEA-0252,8.5083,72.9969,9367101
y1_d059_JNJ_QEA_36,y1_d059_JNJ_QEA,36,36,010,89.1412830091976,hard,86.60329148672743,85-100,JNJ-1549,-35.3607,36.6771,1196257
y1_d059_JNJ_QEA_104,y1_d059_JNJ_QEA,104,104,000,84.67477406271644,soft,86.60329148672743,85-100,JNJ-1549,10.1349,56.2125,3579716
y1_d059_JNJ_QEA_192,y1_d059_JNJ_QEA,192,192,000,82.409779634674,soft,67.02586431890016,<70,QEA-0249,5.2917,51.297,6839666
y1_d059_JNJ_QEA_314,y1_d059_JNJ_QEA,314,314,000,77.3301376325267,soft,67.02586431890016,<70,QEA-0249,1.1883,60.6183,11865766
y1_d060_JNJ_QEA_123,y1_d060_JNJ_QEA,123,123,000,87.94899063533856,hard,60.052218332134906,<70,JNJ-1546,8.5053,65.3817,4353278
y1_d065_OWH_QEA_279,y1_d065_OWH_QEA,279,279,000,92.41603156371863,hard,80.78493890303555,70-85,QEA-0364,10.8699,67.4157,10448882
y1_d066_OWH_QEA_32,y1_d066_OWH_QEA,32,32,010,91.36697246421394,hard,76.95398680411046,70-85,OWH-1045,-2.9511,53.1642,1032801
y1_d066_OWH_QEA_85,y1_d066_OWH_QEA,85,85,110,90.18145315745052,hard,76.95398680411046,70-85,OWH-1045,-14.5323,7.5405,2717401
y1_d066_OWH_QEA_159,y1_d066_OWH_QEA,159,159,110,80.8804446743955,soft,51.06341041349837,<70,QEA-0249,-34.5267,40.1841,5001151
y1_d066_OWH_QEA_267,y1_d066_OWH_QEA,267,267,100,82.93595854020647,soft,51.06341041349837,<70,QEA-0249,1.0098,62.3235,8739601
y1_d066_OWH_QEA_350,y1_d066_OWH_QEA,350,350,100,90.87830658099818,hard,76.95398680411046,70-85,OWH-1045,9.3021,66.0318,11572351
y1_d067_OWH_QEA_11,y1_d067_OWH_QEA,11,11,000,89.3130185609074,hard,65.77239561273466,<70,QEA-0235,9.7431,94.0854,248865
y1_d067_OWH_QEA_123,y1_d067_OWH_QEA,123,123,000,84.3192529076938,soft,74.78134437912232,70-85,OWH-1045,1.4166,55.6092,4156265
y1_d067_OWH_QEA_153,y1_d067_OWH_QEA,153,153,100,76.87999870371574,soft,65.77239561273466,<70,QEA-0235,-10.8798,41.067,5222115
y1_d067_OWH_QEA_161,y1_d067_OWH_QEA,161,161,000,86.4503331863968,hard,74.78134437912232,70-85,OWH-1045,3.9156,58.5126,5589615
y1_d067_OWH_QEA_293,y1_d067_OWH_QEA,293,293,100,88.8583950574158,hard,65.55750381420613,<70,QEA-0424,8.9484,14.0481,10320265
y1_d067_OWH_QEA_335,y1_d067_OWH_QEA,335,335,011,86.36812670241993,hard,65.55750381420613,<70,QEA-0424,5.5764,21.2334,11774515
y1_d068_OWH_QEA_7,y1_d068_OWH_QEA,7,7,100,88.95559740455114,hard,83.06246400783772,70-85,QEA-0424,-16.9431,27.9459,178994
y1_d068_OWH_QEA_29,y1_d068_OWH_QEA,29,29,010,84.28736773811946,soft,83.06246400783772,70-85,QEA-0424,11.9496,19.5933,826094
y1_d068_OWH_QEA_44,y1_d068_OWH_QEA,44,44,100,88.37153624620585,hard,76.98387248369256,70-85,OWH-2006,8.1159,-5.4552,1392194
y1_d068_OWH_QEA_225,y1_d068_OWH_QEA,225,225,100,88.7122668180684,hard,76.98387248369256,70-85,OWH-2006,-5.9514,61.5009,7414794
y1_d068_OWH_QEA_229,y1_d068_OWH_QEA,229,229,010,76.02973269004471,soft,83.06246400783772,70-85,QEA-0424,2.3262,56.6073,7644094
y1_d016_OXG_QEA_7,y1_d016_OXG_QEA,7,7,100,79.87494105022958,soft,81.79148693205852,70-85,QEA-0249,-24.6294,42.0783,140614
y1_d016_OXG_QEA_70,y1_d016_OXG_QEA,70,70,110,83.77681263508828,soft,81.79148693205852,70-85,QEA-0249,10.6422,5.9565,2142014
y1_d016_OXG_QEA_247,y1_d016_OXG_QEA,247,247,001,73.59065583187315,soft,81.79148693205852,70-85,QEA-0249,34.0131,42.9099,8091014
y1_d017_OXG_QEA_39,y1_d017_OXG_QEA,39,39,110,90.39308868815134,hard,75.69123499043208,70-85,OXG-0018,-1.9209,53.0667,1303131
y1_d017_OXG_QEA_76,y1_d017_OXG_QEA,76,76,000,84.67224339964513,soft,75.69123499043208,70-85,OXG-0018,2.4921,51.6261,2573632
y1_d017_OXG_QEA_82,y1_d017_OXG_QEA,82,82,000,86.70020317496387,hard,62.594771863598496,<70,QEA-0235,3.6888,51.1773,2756287
y1_d017_OXG_QEA_209,y1_d017_OXG_QEA,209,209,000,82.09148827561957,soft,62.594771863598496,<70,QEA-0235,6.9285,53.9166,7287588
y1_d018_OXG_QEA_131,y1_d018_OXG_QEA,131,131,101,87.71536757775294,hard,66.47631935199479,<70,QEA-0365,-43.314,54.8205,3758817
y1_d018_OXG_QEA_185,y1_d018_OXG_QEA,185,185,100,86.55738520797102,hard,53.08905945033489,<70,OXG-0029,-1.2882,53.211,5538667
y1_d018_OXG_QEA_238,y1_d018_OXG_QEA,238,238,010,72.39041826393526,soft,66.47631935199479,<70,QEA-0365,18.7149,62.3703,7306517
y1_d018_OXG_QEA_293,y1_d018_OXG_QEA,293,293,111,72.7563293458387,soft,66.47631935199479,<70,QEA-0365,19.4862,16.377,8873917
y1_d018_OXG_QEA_295,y1_d018_OXG_QEA,295,295,111,83.98199766668009,soft,66.47631935199479,<70,QEA-0365,13.9443,14.5455,8949217
y1_d056_OXG_QEA_27,y1_d056_OXG_QEA,27,27,100,85.58786056651853,soft,83.61002428795773,70-85,QEA-0249,-37.3197,34.0947,592109
y1_d056_OXG_QEA_64,y1_d056_OXG_QEA,64,64,001,87.2555329462966,hard,83.61002428795773,70-85,QEA-0249,-12.2721,29.4594,1825759
y1_d056_OXG_QEA_133,y1_d056_OXG_QEA,133,133,100,85.44009746757223,soft,83.61002428795773,70-85,QEA-0249,9.9537,64.602,4068659
y1_d056_OXG_QEA_224,y1_d056_OXG_QEA,224,224,110,85.55063611713787,soft,83.61002428795773,70-85,QEA-0249,10.2969,20.0424,7734359
y1_d057_OXG_QEA_210,y1_d057_OXG_QEA,210,210,110,82.03564478199924,soft,76.15793380643116,70-85,QEA-0249,-10.2477,47.5887,6090077
y1_d057_OXG_QEA_234,y1_d057_OXG_QEA,234,234,100,88.15496372439152,hard,60.1054803326802,<70,OXG-0018,-0.42,78.9219,6763627
y1_d057_OXG_QEA_273,y1_d057_OXG_QEA,273,273,010,83.60975578706852,soft,76.15793380643116,70-85,QEA-0249,-4.6038,56.5401,8327835
y1_d058_OXG_QEA_23,y1_d058_OXG_QEA,23,232,000,90.37896655728889,hard,67.51697632547153,<70,QEA-0424,1.2525,58.5759,7598338
y1_d058_OXG_QEA_29,y1_d058_OXG_QEA,29,238,100,92.4063027540791,hard,67.51697632547153,<70,QEA-0424,-22.1115,30.7248,7729788
y1_d058_OXG_QEA_82,y1_d058_OXG_QEA,82,291,000,81.05500457279437,soft,67.51697632547153,<70,QEA-0424,-5.6727,66.1626,9545338
y1_d048_STK_QEA_69,y1_d048_STK_QEA,69,69,011,89.5230586270749,hard,78.33440525280413,70-85,QEA-0364,12.7332,24.4176,2243605
y1_d049_STK_QEA_80,y1_d049_STK_QEA,80,80,000,78.77560499040585,soft,85.02905377553617,85-100,STK-1713,19.3101,-1.338,2689828
y1_d049_STK_QEA_81,y1_d049_STK_QEA,81,81,000,80.38268525501576,soft,85.02905377553617,85-100,STK-1713,15.2214,8.811,2757378
y1_d049_STK_QEA_214,y1_d049_STK_QEA,214,214,000,91.57428276890884,hard,85.02905377553617,85-100,STK-1713,-18.2313,42.5484,7559128
y1_d050_STK_QEA_123,y1_d050_STK_QEA,123,123,010,90.91733516826724,hard,71.61202611972404,70-85,STK-2228,-9.7392,46.5306,4081877
y1_d050_STK_QEA_145,y1_d050_STK_QEA,145,145,001,83.31413692759315,soft,71.61202611972404,70-85,STK-2228,-23.5371,19.041,4808527
y1_d044_WJU_QEA_47,y1_d044_WJU_QEA,47,47,011,90.76333862610984,hard,69.73422041508107,<70,WJU-2497,-14.7903,39.3429,1244252
y1_d044_WJU_QEA_176,y1_d044_WJU_QEA,176,179,110,89.30624855328227,hard,80.69978232728182,70-85,QEA-0364,-18.6912,36.0579,5654302
y1_d044_WJU_QEA_235,y1_d044_WJU_QEA,235,239,100,76.60730588330595,soft,80.69978232728182,70-85,QEA-0364,1.833,68.6718,7826602
y1_d044_WJU_QEA_318,y1_d044_WJU_QEA,318,322,100,83.95674091909677,soft,80.69978232728182,70-85,QEA-0364,6.7638,72.5421,10788452
y1_d045_WJU_QEA_33,y1_d045_WJU_QEA,33,33,011,79.44786665433762,soft,70.23699048891584,70-85,WJU-2497,20.2188,76.9212,1523990
y1_d045_WJU_QEA_44,y1_d045_WJU_QEA,44,44,000,87.30351428037831,hard,75.14559227731337,70-85,QEA-0180,8.9313,18.6171,1872090
y1_d045_WJU_QEA_169,y1_d045_WJU_QEA,169,169,100,83.27468263934496,soft,75.14559227731337,70-85,QEA-0180,14.976,60.9711,6163690
y1_d046_WJU_QEA_127,y1_d046_WJU_QEA,127,127,100,72.97880222107916,soft,82.17350016302557,70-85,QEA-0249,8.7906,7.6446,4368108
y1_d046_WJU_QEA_133,y1_d046_WJU_QEA,133,133,100,76.36458989024906,soft,82.17350016302557,70-85,QEA-0249,8.4618,34.7301,4582458
y1_d046_WJU_QEA_143,y1_d046_WJU_QEA,143,143,011,91.46272402276564,hard,82.17350016302557,70-85,QEA-0249,3.858,74.3538,4992908
y1_d046_WJU_QEA_167,y1_d046_WJU_QEA,167,167,000,79.47401087141388,soft,82.17350016302557,70-85,QEA-0249,5.724,61.0464,5837508
y1_d046_WJU_QEA_218,y1_d046_WJU_QEA,218,218,000,81.90901703761384,soft,78.61897806233772,70-85,WJU-2497,-28.29,36.9348,7739608
y1_d046_WJU_QEA_241,y1_d046_WJU_QEA,241,241,000,85.78724250069156,soft,82.17350016302557,70-85,QEA-0249,-5.1438,62.1699,8421608
y1_d046_WJU_QEA_273,y1_d046_WJU_QEA,273,273,100,92.01139903450505,hard,78.61897806233772,70-85,WJU-2497,1.3461,61.1502,9672558
y1_d046_WJU_QEA_286,y1_d046_WJU_QEA,286,286,100,91.21882191837884,hard,78.61897806233772,70-85,WJU-2497,-27.9501,45.423,10233408
y1_d046_WJU_QEA_338,y1_d046_WJU_QEA,338,338,011,89.04564884505567,hard,82.17350016302557,70-85,QEA-0249,6.4236,63.81,12293208
y1_d094_XAX_QEA_42,y1_d094_XAX_QEA,42,42,000,83.01404233181803,soft,65.87647955685,<70,QEA-0365,NA,NA,NA
y1_d094_XAX_QEA_84,y1_d094_XAX_QEA,84,84,110,91.13195553353128,hard,65.87647955685,<70,QEA-0365,NA,NA,NA
y1_d094_XAX_QEA_211,y1_d094_XAX_QEA,211,211,000,86.07611102334928,hard,86.50981678962395,85-100,XAX-2387,NA,NA,NA
y1_d095_XAX_QEA_155,y1_d095_XAX_QEA,155,168,100,88.52136539134038,hard,78.18515750589398,70-85,XAX-1460,-11.46,50.4867,5706181
y1_d095_XAX_QEA_197,y1_d095_XAX_QEA,197,210,000,88.81799544882423,hard,48.113065105486406,<70,QEA-0369,11.7339,57.0243,7305581
y1_d096_XAX_QEA_29,y1_d096_XAX_QEA,29,29,000,87.96140295113399,hard,NA,NA,NA,NA,NA,NA
y1_d096_XAX_QEA_91,y1_d096_XAX_QEA,91,91,000,85.3289611289365,soft,NA,NA,NA,NA,NA,NA
y1_d096_XAX_QEA_153,y1_d096_XAX_QEA,153,153,011,78.31976640014771,soft,76.90886959984877,70-85,XAX-2378,-19.9854,5.2095,5350708
y2_d002_BEJ_RZQ_56,y2_d002_BEJ_RZQ,56,56,000,86.6711970120054,hard,71.76487109313183,70-85,RZQ-0409,-19.3488,41.7267,1910576
y2_d002_BEJ_RZQ_85,y2_d002_BEJ_RZQ,85,85,000,90.79054782972135,hard,71.76487109313183,70-85,RZQ-0409,-0.9159,59.0412,2987026
y2_d002_BEJ_RZQ_208,y2_d002_BEJ_RZQ,208,208,100,78.35202858380109,soft,80.54681372475163,70-85,BEJ-2334,1.4565,31.7037,7354176
y2_d002_BEJ_RZQ_276,y2_d002_BEJ_RZQ,276,276,110,86.97297027357759,hard,80.54681372475163,70-85,BEJ-2334,11.7333,9.4908,9899276
y2_d011_BVD_RZQ_177,y2_d011_BVD_RZQ,177,177,000,82.42552009560669,soft,73.75334573249474,70-85,BVD-1877,-8.0976,61.1433,6339035
y2_d011_BVD_RZQ_200,y2_d011_BVD_RZQ,200,200,000,86.79197964012718,hard,68.22948187979735,<70,RZQ-0409,-0.3666,63.6381,7282385
y2_d011_BVD_RZQ_249,y2_d011_BVD_RZQ,249,249,000,88.49639767837544,hard,73.75334573249474,70-85,BVD-1877,-15.4047,58.3002,8923685
y2_d012_BVD_RZQ_91,y2_d012_BVD_RZQ,91,91,001,84.67040383090918,soft,72.55264107745278,70-85,BVD-1877,4.0047,49.8081,2583827
y2_d012_BVD_RZQ_121,y2_d012_BVD_RZQ,121,121,000,84.65893706056903,soft,72.55264107745278,70-85,BVD-1877,5.4069,50.742,3640327
y2_d012_BVD_RZQ_160,y2_d012_BVD_RZQ,160,160,100,92.37216775119522,hard,72.55264107745278,70-85,BVD-1877,-9.5331,51.9087,4848527
y2_d013_BVD_RZQ_65,y2_d013_BVD_RZQ,65,65,000,83.88988241376445,soft,72.55566635921537,70-85,BVD-1877,-9.009,66.8823,2306866
y2_d013_BVD_RZQ_97,y2_d013_BVD_RZQ,97,97,000,82.73730540753824,soft,72.55566635921537,70-85,BVD-1877,-8.3742,61.2855,3353516
y2_d013_BVD_RZQ_117,y2_d013_BVD_RZQ,117,117,100,79.45683709270823,soft,74.87057133756424,70-85,RZQ-0409,3.2253,42.8895,3874916
y2_d013_BVD_RZQ_186,y2_d013_BVD_RZQ,186,186,000,94.55833286846236,hard,74.87057133756424,70-85,RZQ-0409,-0.7326,54.8742,7778231
y2_d013_BVD_RZQ_240,y2_d013_BVD_RZQ,240,240,000,85.70931624234694,soft,74.87057133756424,70-85,RZQ-0409,-4.8012,62.8893,9527431
y2_d013_BVD_RZQ_244,y2_d013_BVD_RZQ,244,244,010,85.90260272501416,soft,74.87057133756424,70-85,RZQ-0409,15.5151,5.6787,9652881
y2_d021_DMS_RZQ_71,y2_d021_DMS_RZQ,71,71,000,91.37523236005794,hard,58.22515414957678,<70,DMS-1197,8.7714,51.1815,1884176
y2_d022_DMS_RZQ_103,y2_d022_DMS_RZQ,103,103,111,71.33344497037228,soft,87.02600400217723,85-100,RZQ-0409,2.6076,32.0358,5080420
y2_d022_DMS_RZQ_158,y2_d022_DMS_RZQ,158,158,100,76.76711183379612,soft,34.7441552834424,<70,DMS-1813,1.4997,59.1207,7090089
y2_d022_DMS_RZQ_215,y2_d022_DMS_RZQ,215,215,000,67.27333272734941,soft,87.02600400217723,85-100,RZQ-0409,-0.2583,58.1472,9141767
